tenBan,loai,tenKhoaHoc,loaiCha,nguon,ghiChu
genetzter-panzerwels-brochis-corydoras-sodalis,loai,Corydoras sodalis,,garnelio.de,
gepunkteter-panzerwels-corydoras-punctatus,loai,Corydoras punctatus,,garnelio.de,
gepunkteter-scheibensalmler-metynnis-maculatus-raritaet,loai,Metynnis maculatus,,garnelio.de,
gestreifter-erdfresser-dnz-gymnogeophagus-rhabdotus,loai,Gymnogeophagus rhabdotus,,garnelio.de,
gestreifter-tanganjika-buntbarsch-dnz-neolamprologus-cylindricus-raritaet,loai,Neolamprologus cylindricus,,garnelio.de,
glaenzender-zwergbuntbarsch-enz-nannacara-anomala,loai,Nannacara anomala,,garnelio.de,
gluehkohlenbarbe-haludaria-fasciata,loai,Haludaria fasciata,,garnelio.de,
gluehlichtbaerbling-danio-choprae,loai,Danio choprae,,garnelio.de,
gluehlichtsalmler-dnz-hemigrammus-erythrozonus,loai,Hemigrammus erythrozonus,,garnelio.de,
gold-molly-poecilia-sphenops,loai,Poecilia sphenops,,garnelio.de,
gold-tetra-hemigrammus-rodwayi,loai,Hemigrammus rodwayi,,garnelio.de,
goldelritze-pimephales-promelas,loai,Pimephales promelas,,garnelio.de,
goldener-fransenlipper-epalzeorhynchos-frenatum,loai,Epalzeorhynchos frenatum,,garnelio.de,
goldener-kaisertetra-eu-nz-nematobrycon-palmeri-gold,loai,Nematobrycon palmeri,,garnelio.de,
goldener-rotkopfsalmler-petitella-bleheri,loai,Petitella bleheri,,garnelio.de,
goldener-streifenhechtling-aplocheilus-lineatus-eu-nz,loai,Aplocheilus lineatus,,garnelio.de,
goldener-trauermantelsalmler-gymnocorymbus-ternetzi,loai,Gymnocorymbus ternetzi,,garnelio.de,
goldfleck-zwergba-rbling-boraras-merah,loai,Boraras merah,,garnelio.de,
goldringelgrundel-brachygobius-doriae,loai,Brachygobius doriae,,garnelio.de,
goldringelkugelfische-tetraodon-mbu,loai,Tetraodon mbu,,garnelio.de,
goldstirnpanzerwels-hoplisoma-corydoras-adolfoi,loai,Corydoras adolfoi,,garnelio.de,
gruendling-gobio-gobio-10-12cm,loai,Gobio gobio,,garnelio.de,
gruene-zwergbarbe-pethia-canius,loai,Pethia canius,,garnelio.de,
gruener-leporinus-leporinus-affinis,loai,Leporinus affinis,,garnelio.de,
haibarbe-balantiocheilos-melanopterus,loai,Balantiocheilos melanopterus,,garnelio.de,
halbschnabelhechtling-silver-dermogenys-pusilla,loai,Dermogenys pusilla,,garnelio.de,
haplochromis-thereuterion-6-8cm,loai,Haplochromis thereuterion,,garnelio.de,
hechtkopf-luciocephalus-pulcher-10-12cm-raritaet,loai,Luciocephalus pulcher,,garnelio.de,
hexenwels-rineloricaria-fallax-8-10cm,loai,Rineloricaria fallax,,garnelio.de,
hongkong-bitterling-rhodeus-ocellatus,loai,Rhodeus ocellatus,,garnelio.de,
iodotropheus-sprengerae-makokola-7-9cm,loai,Iodotropheus sprengerae,,garnelio.de,
ivantsoffs-blauauge-pseudomugil-ivantsoffi,loai,Pseudomugil ivantsoffi,,garnelio.de,
jaguarbuntbarsch-dnz-7-8-cm-parachromis-managuensis,loai,Parachromis managuensis,,garnelio.de,
julidochromis-marksmithi-kipili-7-10cm,loai,Julidochromis marksmithi,,garnelio.de,
julidochromis-marlieri-kasanga-6-8cm,loai,Julidochromis marlieri,,garnelio.de,
julidochromis-ornatus-mbita-6-8cm,loai,Julidochromis ornatus,,garnelio.de,
julidochromis-regani-kaseke-8-10cm,loai,Julidochromis regani,,garnelio.de,
juwelen-regenbogenfisch-dnz-melanotaenia-trifasciata,loai,Melanotaenia trifasciata,,garnelio.de,
kangal-knabberfisch-garra-rufa,loai,Garra rufa,,garnelio.de,
kapango-malawi-catfish-bagrus-meridionalis-20-25cm-raritaet,loai,Bagrus meridionalis,,garnelio.de,
kardinalfisch-gold-orange-tanichthys-albonubes-orange,loai,Tanichthys albonubes,,garnelio.de,
karfunkelsalmler-hemigrammus-pulcher,loai,Hemigrammus pulcher,,garnelio.de,
kirschflecksalmler-hyphessobrycon-erythrostigma,loai,Hyphessobrycon erythrostigma,,garnelio.de,
ko-nigssalmler-inpaichthys-kerri-eu-nz,loai,Inpaichthys kerri,,garnelio.de,
kongo-leopardkugelfisch-tetraodon-schoutedeni-dnz,loai,Tetraodon schoutedeni,,garnelio.de,
kongosalmler-med-phenacogrammus-interruptus,loai,Phenacogrammus interruptus,,garnelio.de,
kopfbindenpanzerwels-hoplisoma-corydoras-melini,loai,Corydoras melini,,garnelio.de,
kubakaerpfling-limia-vittata-dnz,loai,Limia vittata,,garnelio.de,
kuckucks-fiederbartwels-dnz-synodontis-petricola,loai,Synodontis petricola,,garnelio.de,
kuessender-gurami-gold-helostoma-temminckii,loai,Helostoma temminckii,,garnelio.de,
kupfersalmler-hasemania-nana,loai,Hasemania nana,,garnelio.de,
kyathitbaerbling-dnz-danio-kyathit,loai,Danio kyathit,,garnelio.de,
l129-kolumbianischer-zebrawels-hypancistrus-debilittera,loai,Hypancistrus debilittera,,garnelio.de,
l134-goldtigerharnischwels-dnz-peckoltia-compta,loai,Peckoltia compta,,garnelio.de,
l199-zebra-wels-hypancistrus-furunculus,loai,Hypancistrus furunculus,,garnelio.de,
